id,overview,genres
198,follow event captain america civil war help mentor stark tri balanc life ordinari high school student queen new york citi fight crime superhero alter ego spider man new threat vultur emerg ,"Action, Adventure, Science Fiction, Drama"
199,tale outsiz ambit outrag excess trace rise fall multipl charact era unbridl decad deprav hollywood transit silent film sound film late 1920 ,"Drama, Comedy"
200,guardian must fight keep newfound famili togeth unravel mysteri true parentag ,"Science Fiction, Adventure, Action"
201,recent widow man two teenag daughter travel game reserv south africa howev journey heal soon turn fight surviv bloodthirsti lion start stalk ,"Thriller, Action, Horror, Adventure, Drama"
202,sparrow freewheel 18th centuri pirat quarrel rival pirat bent pillag port governor daughter kidnap sparrow decid help girl love save ,"Adventure, Fantasy, Action"
203,north counti sheriff find alon sheriff offic one night colleagu patrol soon find set murder drug cartel come sieg offic must battl desper save son ,"Action, Thriller"
204,shang chi must confront past thought left behind drawn web mysteri ten ring organ ,"Action, Adventure, Fantasy"
205,life busi take bad guy spider man spend time person love high school graduat cannot come quickli enough forgotten promis made father protect stay away promis cannot keep thing chang new villain electro emerg old friend return uncov new clue past ,"Action, Adventure, Fantasy"
206,young street smart wisecrack partner embark danger pursuit greatest treasur never found also track clue may lead long lost brother ,"Action, Adventure"
207,bitten genet alter spider oscorp nerdi endear high school student endow amaz power becom superhero known spider man ,"Fantasy, Action"
208,deadli airborn viru threaten wipe northeastern unit state teacher wife flee contamin citi countrysid fight discov truth terror accident releas toxic militari bio weapon someth even sinist ,"Thriller, Science Fiction"
209,devast event aveng infin war univers ruin due effort mad titan thano help remain alli aveng must assembl order undo thano action restor order univers matter consequ may store ,"Adventure, Science Fiction, Action"
210,captain sparrow cross path woman past sure love ruthless con artist use find fabl fountain youth forc aboard queen reveng ship formid pirat blackbeard find unexpect adventur know fear blackbeard woman past ,"Adventure, Action, Fantasy"
211,professor albu dumbledor know power dark wizard gellert grindelwald move seiz control wizard world unabl stop alon entrust magizoologist newt scamand lead intrepid team wizard witch soon encount array old new beast clash grindelwald grow legion follow ,"Fantasy, Adventure, Family"
212,wit bizarr traumat incid involv patient dr cotter start experienc frighten occurr explain overwhelm terror begin take life must confront troubl past order surviv escap horrifi new realiti ,"Horror, Mystery, Thriller"
213,juli 7 1944 u armi hospit remot island saipan overrun japanes forc relentless attack outgun surround enemi lone medic put line lead band wound soldier safeti ,"War, History, Action"
214,paranorm investig work help famili terror dark presenc farmhous forc confront power entiti warren find caught terrifi case live ,"Horror, Thriller"
215,batman rais stake war crime help lt district attorney dent batman set dismantl remain crimin organ plagu street partnership prove effect soon find prey reign chao unleash rise crimin mastermind known terrifi citizen gotham joker ,"Drama, Action, Crime, Thriller"
216,super assassin wick return 14 million price tag head armi bounti hunt killer trail kill member shadowi intern assassin guild high tabl wick excommunicado world ruthless hit men women await everi turn ,"Action, Thriller, Crime"
217,young lion princ cast pride cruel uncl claim kill father uncl rule iron paw princ grow beyond savannah live philosophi worri rest day past come haunt young princ must decid fate remain outcast face demon becom need ,"Family, Animation, Drama"
218,criminolog student fake death break morgu order retriev piec evid tie younger brother crime gone wrong insid discov sadist coron use corps sick twist busi realis still puls terrifi game cat mous ensu ,"Horror, Thriller"
219,kingpin threaten new york citi group mutat turtl warrior must emerg shadow protect home ,"Science Fiction, Action, Adventure, Comedy"
220,twist new tale terror begin teenag girl famili reveal mysteri otherworldli realm ,"Horror, Thriller, Mystery"
221,world awar dual life armor superhero iron man billionair inventor stark face pressur govern press public share technolog militari unwil let go invent stark pepper pott rhodey rhode side must forg new allianc confront power enemi ,"Adventure, Action, Science Fiction"
222,believ left behind shadowi figur past newlyw fulli embrac inextric connect share life luxuri step role mr grey relax unfamiliar stabil new threat could jeopard happi end even begin ,"Drama, Romance"
223,resid pari appreci good food quit sophist palat would love becom chef creat enjoy culinari masterpiec heart delight problem rat wind sewer beneath one pari finest restaur rodent gourmet find ideal place realiz dream ,"Animation, Comedy, Family, Fantasy"
224,team mercenari break wealthi famili compound christma take everyon insid hostag team prepar surpris combat santa ground show saint ,"Action, Comedy, Crime, Thriller"
225,ever sinc us diplomat secur servic agent hobb lawless outcast first face trade smack talk bodi blow cyber genet enhanc anarchist brixton ruthless action threaten futur human join forc defeat ,"Action, Adventure, Comedy"
226,young boy win tour magnific chocol factori world led world unusu candi maker ,"Adventure, Comedy, Family, Fantasy"
227,kingdom want charm bandit rider hide mysteri tower taken hostag rapunzel beauti feisti tower bound teen 70 feet magic golden hair curiou captor look ticket tower lock away year strike deal handsom thief unlik duo set action pack escapad complet super cop hors protect chameleon gruff gang pub thug ,"Animation, Family"
228,young hobbit frodo baggin inherit mysteri ring uncl bilbo must leav home order keep fall hand evil creator along way fellowship form protect ringbear make sure ring arriv final destin mt doom place destroy ,"Adventure, Fantasy, Action"
229,impend ice age almost upon mismatch trio prehistor critter woolli mammoth saber tooth tiger giant sloth find orphan infant decid return human parent along way unlik alli becom friend enemi attack quest take far nobler aim ,"Animation, Comedy, Family, Adventure"
230,atreid brilliant gift young man born great destini beyond understand must travel danger planet univers ensur futur famili peopl malevol forc explod conflict planet exclus suppli preciou resourc exist commod capabl unlock human greatest potenti conquer fear surviv ,"Science Fiction, Adventure"
231,power stop noth prevent son follow life crime mob employ pursuit chanc encount roadsid diner chart new path ,"Action, Thriller, Crime"
232,skill thief commit corpor espionag infiltr subconsci target offer chanc regain old life payment task consid imposs incept implant anoth person idea target subconsci ,"Action, Science Fiction, Adventure"
233,collect histori worst tyrant crimin mastermind gather plot war wipe million one man must race time stop ,"Action, Adventure, Thriller"
234,grow bumpi road except uproot midwest life father start new job san guid emot fear anger disgust sad live headquart control centr insid mind help advis everyday life tri keep thing posit emot conflict best navig new citi hous school ,"Animation, Family, Adventure, Drama, Comedy"
235,sinc death wife 12 year ago field rais daughter friend disappear wood return three day later memori happen unleash chain event forc confront nadir evil terror desper seek person aliv wit anyth like macneil ,"Horror, Thriller"
